fid,REGION,COMMUNE,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage,Wetland_percentage,Bare_percentage,Impervious_percentage,Water_percentage,Irrigated_percentage,Forest_percentage,Shrubland_percentage,Grassland_percentage
354,KAOLACK,SIBASSOR,2,Tropics lowland; semi-arid with soil/terrain limitations,12258.13596,11.46691858,12494.48689,11.43136953,14057.99725,12.72216946,13988.97095,12.64825584,0.675,0.013,0.026,0.047,0.003,0,0.002,0.053,0.18
355,KAOLACK,THIOMBY,2,Tropics lowland; semi-arid with soil/terrain limitations,28528.71871,4.475795216,30051.4178,4.708039762,30175.27247,4.727443596,32250.84729,5.0526159,0.489,0.018,0.031,0.006,0.066,0,0.005,0.082,0.3
356,DIOURBEL,NDANGALMA,2,Tropics lowland; semi-arid with soil/terrain limitations,37463.62276,8.964733851,38532.1557,8.944325835,40401.05244,9.360762846,39952.518,9.222649584,0.881,0,0,0.04,0,0,0,0.008,0.071
357,DIOURBEL,NDONDOL,2,Tropics lowland; semi-arid with soil/terrain limitations,21153.58462,5.514490254,21219.01495,5.375985546,21079.71735,5.317789442,22186.75514,5.59282963,0.921,0,0,0.023,0,0,0,0.003,0.053
358,DIOURBEL,NGOYE,2,Tropics lowland; semi-arid with soil/terrain limitations,46363.61058,5.167589231,50620.4978,5.590954031,52197.34144,5.692185544,53598.17741,5.792518903,0.951,0,0,0.021,0,0,0.001,0.009,0.018
359,DIOURBEL,THIAKHAR,2,Tropics lowland; semi-arid with soil/terrain limitations,31108.66792,4.805169589,31765.97285,4.864620651,32556.21874,4.93575178,33951.88484,5.021725312,0.944,0,0,0.012,0,0,0.001,0.01,0.033
360,KAOLACK,GUINGUINEO,2,Tropics lowland; semi-arid with soil/terrain limitations,15760.37886,23.27973243,15207.36343,22.46287064,15844.36848,23.36927504,15112.13496,22.25645797,0.394,0,0,0.392,0,0,0,0.136,0.078
361,KAOLACK,MBOSS,2,Tropics lowland; semi-arid with soil/terrain limitations,5497.311205,6.183702142,5709.755183,6.422671747,6049.763639,6.805133452,5981.158607,6.667958313,0.642,0,0,0.031,0,0,0,0.006,0.321
362,KAOLACK,DARA MBOSS,2,Tropics lowland; semi-arid with soil/terrain limitations,7653.206738,2.05014914,7961.745734,2.132800893,7747.483722,2.069859397,8074.637078,2.141245579,0.622,0,0,0.004,0,0,0,0.019,0.354
363,KAOLACK,GAGNICK,2,Tropics lowland; semi-arid with soil/terrain limitations,9204.451455,4.722653389,9646.511394,4.891740058,10700.44343,5.310393763,11218.0282,5.480228723,0.888,0,0,0.007,0,0,0,0.01,0.095
364,KAOLACK,NGUELOU,2,Tropics lowland; semi-arid with soil/terrain limitations,13738.06617,2.239658652,13848.21005,2.251741471,13783.6137,2.229636638,14510.2902,2.327605101,0.88,0,0,0.004,0,0,0,0.007,0.11
365,KAOLACK,OUROUR,2,Tropics lowland; semi-arid with soil/terrain limitations,16502.39164,4.096919473,17446.74592,4.207076423,17694.5214,4.199981344,18830.13233,4.446312238,0.833,0,0,0.005,0,0,0.001,0.01,0.151
366,KAOLACK,PANAL OUOLOF,2,Tropics lowland; semi-arid with soil/terrain limitations,9303.090694,2.661828525,9387.573519,2.673760615,9163.69952,2.581323808,9567.332328,2.671692915,0.645,0,0,0.005,0,0,0,0.008,0.342
367,ZIGUINCHOR,ADEANE,2,Tropics lowland; semi-arid with soil/terrain limitations,21551.33924,8.630892769,22499.89965,8.953402168,23493.43791,9.231213324,25351.74144,9.899157144,0.001,0.02,0,0.01,0.144,0,0.747,0.036,0.043
368,ZIGUINCHOR,BOUTOUPA CAMARACOUNDA,2,Tropics lowland; semi-arid with soil/terrain limitations,16046.0986,5.123275416,16012.86058,5.088293797,16033.26392,5.081858613,18047.88157,5.700531134,0,0.007,0,0.002,0.003,0,0.972,0.005,0.01
369,ZIGUINCHOR,NIAGUIS,2,Tropics lowland; semi-arid with soil/terrain limitations,36552.72573,7.623091914,38011.39001,7.914093278,40814.97715,8.487206727,42438.3481,8.804636536,0.001,0.171,0,0.012,0.093,0.001,0.575,0.042,0.105
370,FATICK,NGAYOKHEME,2,Tropics lowland; semi-arid with soil/terrain limitations,21838.37095,3.037325583,22682.82452,3.154773925,21879.69142,2.960315441,23258.34379,3.08343415,0.944,0,0,0.014,0,0,0.002,0.007,0.033
371,FATICK,NIAKHAR,2,Tropics lowland; semi-arid with soil/terrain limitations,36507.88039,2.83094606,37890.31127,2.926570732,39269.26096,2.971342385,40052.00964,3.026219089,0.84,0.001,0.004,0.014,0,0,0,0.02,0.119
372,FATICK,PATAR,2,Tropics lowland; semi-arid with soil/terrain limitations,23324.79392,3.025657532,23868.39247,3.049104813,24811.06662,3.142232348,25969.56093,3.288951485,0.949,0,0,0.013,0,0,0.001,0.007,0.03
373,THIES,MBAYENE,2,Tropics lowland; semi-arid with soil/terrain limitations,12944.65051,3.871007929,13141.72047,3.919391729,12823.33982,3.799508094,14035.44898,4.125646378,0.672,0,0,0.006,0,0,0,0,0.321
374,THIES,NGANDIOUF,2,Tropics lowland; semi-arid with soil/terrain limitations,27705.5838,3.533424793,28477.20694,3.606535834,28720.27179,3.589585276,32022.32052,3.934429355,0.254,0,0,0.011,0,0,0,0.001,0.714
375,THIES,NIAKHENE,2,Tropics lowland; semi-arid with soil/terrain limitations,13782.29937,3.740108377,14170.15331,3.827702138,14316.06521,3.82577905,15611.11516,4.102789793,0.922,0,0,0.01,0,0,0,0.001,0.066
376,THIES,THILMAKHA,2,Tropics lowland; semi-arid with soil/terrain limitations,17702.63169,3.386767112,18093.03132,3.449576992,18660.74493,3.531556572,20558.63141,3.805040054,0.955,0,0,0.006,0,0,0,0.002,0.034
377,KOLDA,DINGUIRAYE,50,Land with severe soil/terrain limitations,17336.09535,2.326368136,17958.72983,2.396414443,18395.6991,2.452432889,18552.56283,2.467096121,0.048,0,0,0.004,0,0,0.224,0.547,0.176
378,KOLDA,KEREWANE,2,Tropics lowland; semi-arid with soil/terrain limitations,37715.36265,2.655637421,38837.39964,2.713624905,39323.42013,2.724549306,40336.73527,2.782227567,0.059,0.002,0,0.002,0,0,0.385,0.469,0.083
379,KOLDA,NIAMING,50,Land with severe soil/terrain limitations,14768.68367,3.321791198,15057.33708,3.35352719,15347.59558,3.403769257,15787.15796,3.485793323,0.055,0,0,0.004,0,0,0.361,0.421,0.158
380,KOLDA,PATA,50,Land with severe soil/terrain limitations,4246.011412,6.542390465,4415.111678,6.649264575,4537.124031,6.833018119,4570.569326,6.88338754,0.099,0,0,0.022,0,0,0.109,0.568,0.202
381,FATICK,BASSOUL,50,Land with severe soil/terrain limitations,6254.548319,6.515154499,5925.023727,6.171899716,6100.775884,6.354974879,6266.111412,6.527199388,0.003,0.596,0.003,0.003,0.248,0,0.033,0.018,0.096
382,FATICK,DIONEWAR,2,Tropics lowland; semi-arid with soil/terrain limitations,8400.123464,9.801777672,8099.163193,9.450598825,7941.673819,9.266830594,8028.201913,9.367796865,0.015,0.474,0.002,0.007,0.33,0,0.041,0.033,0.098
383,FATICK,DJIRNDA,50,Land with severe soil/terrain limitations,5991.128076,4.576874007,5466.904509,4.176397638,5097.95811,3.89454401,5601.502689,4.279222833,0.003,0.419,0.03,0.003,0.271,0,0.007,0.029,0.237
384,THIES,NOTTO,2,Tropics lowland; semi-arid with soil/terrain limitations,73483.89318,5.745867009,79706.01813,6.177324508,82537.52247,6.297209314,88903.11663,6.73253439,0.51,0,0,0.02,0,0,0.015,0.236,0.218
385,THIES,TASSETE,2,Tropics lowland; semi-arid with soil/terrain limitations,32383.05847,3.980218593,35101.05281,4.174720839,35491.47788,4.195706097,39538.55167,4.674140166,0.678,0,0,0.009,0,0,0.042,0.13,0.141
386,ZIGUINCHOR,ENAMPORE,50,Land with severe soil/terrain limitations,19500.56705,5.01042319,19718.66125,5.056066987,19320.20189,4.9475549,21700.12934,5.541401773,0.001,0.352,0.001,0.001,0.187,0,0.244,0.036,0.176
387,ZIGUINCHOR,NIASSIA,2,Tropics lowland; semi-arid with soil/terrain limitations,17316.44893,5.014899776,16815.28176,4.865532916,17507.96082,5.065960885,19457.82989,5.628530486,0,0.065,0.006,0.001,0.048,0.001,0.648,0.024,0.207
388,MATAM,BOKIDIAWE,53,Desert/Arid climate,57347.54327,6.827088485,58750.99435,6.937181999,60033.8728,7.030550744,63727.39337,7.398977519,0,0.031,0.004,0.008,0,0.001,0.005,0.041,0.884
389,MATAM,NABADJI CIVOL,53,Desert/Arid climate,65070.86011,7.497506638,69412.58265,7.918387252,71953.19594,8.108315972,74952.73626,8.385851003,0,0.02,0.003,0.01,0,0,0.007,0.067,0.871
390,MATAM,OGO,53,Desert/Arid climate,58891.40675,6.25240543,60359.80054,6.356339568,62368.0275,6.493963713,65512.16759,6.744792298,0.001,0.029,0.004,0.004,0,0,0.01,0.086,0.843
391,MATAM,DEMBANCANE,2,Tropics lowland; semi-arid with soil/terrain limitations,6229.517641,11.40937297,6974.26302,12.77337549,7753.714349,13.89554543,7794.506656,13.89395126,0.002,0.057,0.003,0.027,0.001,0.006,0.008,0.145,0.742
392,MATAM,AOURE,2,Tropics lowland; semi-arid with soil/terrain limitations,44723.81681,7.659499369,45376.4809,7.713153305,48301.49504,8.142531194,50888.46788,8.472938376,0.004,0.005,0.001,0.002,0,0,0.001,0.723,0.26
393,MATAM,BOKILADJI,2,Tropics lowland; semi-arid with soil/terrain limitations,38354.86546,7.904959905,39859.0592,8.126209827,39266.29292,7.905434451,41843.35071,8.262904959,0.003,0.008,0.001,0.004,0,0.001,0.002,0.285,0.695
394,MATAM,ORKADIERE,53,Desert/Arid climate,54178.36898,10.34135693,57183.98295,10.78129392,58186.51274,10.83345983,59888.32535,11.09453971,0.014,0.033,0.004,0.014,0,0.001,0.001,0.081,0.847
395,MATAM,SEMME,53,Desert/Arid climate,9047.205231,17.3984716,9519.922653,18.23739972,10245.66076,19.62770261,9819.30128,18.77495465,0.022,0,0,0.024,0,0,0,0.062,0.89
396,FATICK,GOSSAS,50,Land with severe soil/terrain limitations,11435.20275,21.21558953,11464.89549,21.27067809,12524.6099,23.23675306,11580.13881,21.48448759,0.391,0,0,0.476,0,0,0,0.056,0.077
397,FATICK,NDIENE LAGANE,2,Tropics lowland; semi-arid with soil/terrain limitations,15578.43143,2.400744558,15839.7608,2.416808178,16032.46757,2.436174984,16620.30132,2.515559455,0.824,0,0,0.005,0,0,0,0.011,0.16
398,FATICK,OUADIOUR,2,Tropics lowland; semi-arid with soil/terrain limitations,15759.43336,3.219496091,16203.87107,3.298833686,17224.44401,3.46289586,17988.34034,3.54519912,0.899,0,0,0.005,0,0,0,0.009,0.087
399,FATICK,PATAR LIA,2,Tropics lowland; semi-arid with soil/terrain limitations,15457.96169,3.003879068,15280.98514,2.930760479,16584.12216,3.098098666,17601.47501,3.237946102,0.914,0,0,0.007,0,0,0.001,0.009,0.068
400,MATAM,ODOBERE,53,Desert/Arid climate,5751.473342,14.8233849,6966.72317,16.95066465,8135.728521,19.65151817,8250.095145,19.92776605,0,0.108,0.013,0.102,0.002,0,0,0.016,0.753
401,MATAM,SINTHIOU BAMAMBE BANADJI,53,Desert/Arid climate,17346.96677,23.03714046,18117.2867,24.06014171,19428.24187,25.80111802,18910.01953,25.11290774,0.043,0,0.007,0.116,0,0,0,0.014,0.814
402,ZIGUINCHOR,OUSSOUYE,2,Tropics lowland; semi-arid with soil/terrain limitations,4435.670163,10.89845249,4354.715856,10.69954756,4665.196946,11.46240036,4466.542675,10.97430633,0.017,0,0,0.236,0,0,0.626,0.077,0.043
403,KOLDA,OUASSADOU,50,Land with severe soil/terrain limitations,23176.70885,3.465935225,23634.55658,3.527545757,22927.82731,3.415436811,24851.32834,3.699215293,0.004,0.001,0,0.004,0,0,0.83,0.154,0.007
404,KOLDA,PAKOUR,50,Land with severe soil/terrain limitations,17008.61821,3.212810392,18021.90318,3.404212917,17968.05599,3.394041555,18623.18917,3.517127323,0.005,0.005,0,0.003,0.01,0,0.796,0.167,0.014
405,KOLDA,PAROUMBA,50,Land with severe soil/terrain limitations,19707.56974,3.20187973,20398.81725,3.312571817,19876.51784,3.226183711,21097.30006,3.424330476,0.005,0.003,0,0.002,0.001,0,0.829,0.139,0.019
406,THIES,CHERIF LO,2,Tropics lowland; semi-arid with soil/terrain limitations,27362.16803,7.13671571,29285.75257,7.478486356,31037.66247,7.818050999,31172.02524,7.847941903,0.554,0,0.002,0.026,0,0,0.001,0.164,0.252
407,THIES,MONT ROLLAND,2,Tropics lowland; semi-arid with soil/terrain limitations,21371.44167,4.736578383,22989.39038,5.070443402,23140.56827,5.101536215,23994.31759,5.289752556,0.135,0.001,0.001,0.013,0,0,0.047,0.541,0.26
408,THIES,NOTTO GOUYE DIAMA,2,Tropics lowland; semi-arid with soil/terrain limitations,30571.13192,5.440671279,31727.47644,5.625439085,33270.98554,5.899110911,33702.34592,5.975593248,0.369,0.002,0.009,0.028,0,0,0.02,0.25,0.303
409,THIES,PAMBAL,2,Tropics lowland; semi-arid with soil/terrain limitations,9875.953139,5.064591353,10993.39534,5.469350915,11612.68111,5.698077092,12164.50292,5.965916097,0.147,0,0.01,0.029,0,0,0.009,0.447,0.351
410,THIES,PIRE GOUREYE,2,Tropics lowland; semi-arid with soil/terrain limitations,25994.05282,5.609420116,27154.12114,5.667735574,28875.64837,5.962347382,29844.62855,6.148460764,0.591,0,0,0.016,0,0,0.001,0.018,0.372
411,KAOLACK,DABALY,2,Tropics lowland; semi-arid with soil/terrain limitations,18137.52813,3.209613896,19401.45452,3.426608005,21440.4728,3.780721707,22214.73587,3.913801245,0.543,0.085,0.006,0.008,0.015,0,0.051,0.202,0.091
412,KAOLACK,DAROU SALAM,2,Tropics lowland; semi-arid with soil/terrain limitations,42486.11836,3.133194569,44834.07935,3.298806516,45202.27206,3.319059553,47565.67247,3.48466465,0.78,0,0,0.011,0,0,0.01,0.098,0.101
413,KAOLACK,GAINTHE KAYE,2,Tropics lowland; semi-arid with soil/terrain limitations,28162.83327,4.661948894,28826.92712,4.759274743,30429.94625,5.016476467,31953.75689,5.239179683,0.932,0,0,0.014,0,0,0.019,0.014,0.02
414,KAOLACK,PAOS KOTO,2,Tropics lowland; semi-arid with soil/terrain limitations,30736.26623,3.812959463,32074.35554,3.963221986,31891.61375,3.930442907,32939.84558,4.043187133,0.837,0,0,0.015,0,0,0.01,0.056,0.083
415,KAOLACK,POROKHANE,2,Tropics lowland; semi-arid with soil/terrain limitations,57700.35714,3.907385192,62370.12118,4.21448214,65015.78634,4.38791836,64841.15583,4.371706839,0.739,0.018,0.002,0.012,0.009,0,0.078,0.092,0.05
416,KAOLACK,TAIBA NIASSENE,2,Tropics lowland; semi-arid with soil/terrain limitations,33263.62987,4.528744707,34717.63032,4.716428518,36674.04344,4.970729661,36984.36757,4.99788751,0.939,0,0,0.02,0,0,0.002,0.012,0.027
417,DAKAR,CAMBERENE,53,Desert/Arid climate,31400.07108,148.1135428,30629.61906,144.4793352,29428.24455,138.8124743,30024.54528,141.6252136,0,0,0.096,0.879,0.002,0,0,0,0.021
418,DAKAR,GRAND YOFF,56,Dominantly built-up land,113657.0524,150.3400164,110420.5743,146.0589608,106314.0556,140.6270577,109625.6649,145.0074932,0,0,0.002,0.96,0,0,0.001,0.002,0.034
419,DAKAR,PARCELLES ASSAINIES,56,Dominantly built-up land,76619.76381,176.5432346,73343.85332,168.9950537,70804.29305,163.1435324,71688.85404,165.1816913,0,0,0.02,0.97,0,0,0,0,0.008
420,DAKAR,PATTE D'OIE,56,Dominantly built-up land,41912.42283,109.4319134,42092.22983,109.9013834,40774.02761,106.4596021,42214.97972,110.2218792,0,0.006,0.002,0.733,0.008,0.001,0.063,0.027,0.158
421,DAKAR,DALIFORT,56,Dominantly built-up land,38121.7316,103.591662,38219.75312,103.8580248,38343.75085,104.1949751,39179.07457,106.4648766,0,0.001,0.007,0.939,0,0,0,0.005,0.048
422,DAKAR,DJIDAH THIAROYE KAO,56,Dominantly built-up land,48119.777,172.472319,47210.72067,169.2140526,46201.24966,165.5958769,46457.24934,166.5134385,0,0,0.001,0.967,0,0,0.002,0.003,0.026
423,DAKAR,GUINAW RAIL NORD,56,Dominantly built-up land,13678.43802,173.1447851,13383.26091,169.408366,13178.81048,166.8203858,13138.85379,166.3146049,0,0,0.003,0.989,0,0,0,0,0.008
424,DAKAR,GUINAW RAIL SUD,56,Dominantly built-up land,20060.54667,130.26329,19472.05869,126.4419396,19480.80026,126.498703,19819.06426,128.6952225,0,0,0.005,0.947,0.001,0,0,0,0.045
425,DAKAR,PIKINE EST,56,Dominantly built-up land,16854.25552,179.3005906,16401.67464,174.4859004,15897.98455,169.1274952,15858.23112,168.7045864,0,0,0,0.996,0,0,0,0,0.004
426,DAKAR,PIKINE NORD,56,Dominantly built-up land,23764.29892,161.6618974,23581.15115,160.4159942,22561.15445,153.4772412,23024.35283,156.6282505,0,0,0.004,0.945,0,0.006,0.001,0.003,0.04
427,DAKAR,PIKINE OUEST,56,Dominantly built-up land,38303.19781,158.9344308,36963.7412,153.3765195,36329.28047,150.7439024,36667.38334,152.1468188,0,0,0.001,0.948,0,0,0.011,0.003,0.037
428,SAINT LOUIS,MPAL,53,Desert/Arid climate,9438.259689,17.06737738,9452.737998,16.91008586,9849.102836,17.46294829,10269.17617,18.20775916,0.166,0,0,0.123,0,0,0.002,0.023,0.687
429,SAINT LOUIS,FASS NGOM,53,Desert/Arid climate,27878.22765,3.873051911,28407.25061,3.929623822,28296.69491,3.896006458,31768.39127,4.308162636,0.157,0.004,0,0.007,0,0.001,0.002,0.013,0.816
430,SAINT LOUIS,GANDON,53,Desert/Arid climate,137467.9203,9.359836608,143866.6384,9.708910679,153235.4698,10.28080978,159661.9919,10.65905547,0.089,0.105,0.023,0.021,0.028,0.006,0.009,0.063,0.648
431,SAINT LOUIS,NDIEBENE GANDIOLE,53,Desert/Arid climate,49673.15036,9.885204052,53320.74202,10.39390683,57198.40205,11.09786613,58428.61489,11.31460397,0.069,0.106,0.036,0.034,0.141,0.018,0.01,0.164,0.417
432,SAINT LOUIS,RICHARD TOLL,51,Ample irrigated soils,40510.65339,26.42573607,40686.55376,26.54047864,43642.93502,27.99418539,40789.1396,25.73447293,0.002,0.129,0,0.218,0.088,0.065,0.131,0.11,0.254
433,DAKAR,RUFISQUE EST,56,Dominantly built-up land,82764.37788,92.785177,83404.27678,93.50255245,84096.6348,94.27873856,80989.05814,90.79490823,0.012,0.001,0.012,0.608,0.001,0,0.032,0.201,0.132
434,DAKAR,RUFISQUE NORD,56,Dominantly built-up land,114908.0449,134.3953742,113462.9095,132.7051573,114501.778,133.9202082,111943.3317,130.9278734,0.004,0,0.003,0.882,0,0,0,0.027,0.083
435,DAKAR,RUFISQUE OUEST,56,Dominantly built-up land,112077.4335,117.1133057,112560.4155,117.617989,111912.1825,116.9406296,112886.3808,117.9586007,0,0.002,0.006,0.875,0,0,0.003,0.023,0.09
436,KEDOUGOU,KHOSSANTO,2,Tropics lowland; semi-arid with soil/terrain limitations,10120.92956,5.343679811,10671.88343,5.607926134,11083.15073,5.824041374,11384.05909,5.975884038,0,0.001,0,0.001,0.001,0,0.418,0.575,0.003
437,KEDOUGOU,MISSIRAH SIRIMANA,2,Tropics lowland; semi-arid with soil/terrain limitations,15386.38166,3.827458124,15796.4557,3.908079094,16071.39418,3.963352449,16939.80251,4.176479908,0,0.001,0,0.001,0.002,0,0.362,0.629,0.004
438,KEDOUGOU,SABODALA,50,Land with severe soil/terrain limitations,20381.30726,4.88994896,21046.01322,5.032523485,23707.50262,5.600638464,24832.03532,5.8168272,0,0.001,0.002,0.001,0.001,0,0.472,0.52,0.003
439,LOUGA,DAHRA,53,Desert/Arid climate,25655.05715,14.77825873,26630.50539,15.2697852,29080.93359,16.67484724,27419.51232,15.72219743,0.354,0,0,0.196,0,0,0,0.014,0.436
440,LOUGA,AFFE DJOLOF,2,Tropics lowland; semi-arid with soil/terrain limitations,4977.567486,1.344925016,5075.518102,1.371020557,5471.777559,1.474475225,5664.606844,1.516628338,0.676,0,0,0.002,0,0,0,0.005,0.317
441,LOUGA,BOULAL,53,Desert/Arid climate,18750.7829,1.362306226,19058.94757,1.380083097,19592.33025,1.411246147,20092.67316,1.44520414,0.824,0,0,0,0,0,0,0.004,0.171
442,LOUGA,DEALY,2,Tropics lowland; semi-arid with soil/terrain limitations,29526.44878,1.167560947,30851.01424,1.214081077,30959.52788,1.214909072,32261.64469,1.265807851,0.793,0,0,0.001,0,0,0,0.005,0.2
443,LOUGA,SAGATTA DJOLOF,53,Desert/Arid climate,10273.51511,1.842452494,11057.21334,1.959109379,11549.95678,2.033801159,11862.96015,2.088917089,0.873,0,0,0.003,0,0,0,0.005,0.12
444,LOUGA,THIAMENE PASSE,53,Desert/Arid climate,14657.19242,2.289828529,15755.49381,2.432529536,16613.7936,2.550474916,17195.11391,2.634862689,0.637,0,0,0.003,0,0,0,0.01,0.35
445,LOUGA,KANENE NDIOB,2,Tropics lowland; semi-arid with soil/terrain limitations,9525.258904,3.40187818,9605.857263,3.378774978,9581.911306,3.330521831,10091.65991,3.487097412,0.418,0,0,0.008,0,0,0,0.001,0.571
446,LOUGA,LORO,2,Tropics lowland; semi-arid with soil/terrain limitations,8189.446177,3.201503587,8657.698463,3.355697079,8942.686804,3.378423424,9383.14627,3.534141721,0.757,0,0,0.007,0,0,0,0.001,0.234
447,LOUGA,NGOURANE OUOLOF,53,Desert/Arid climate,10758.26577,3.616223788,11545.66395,3.838319132,11999.44199,3.899721153,12614.69241,3.999585417,0.33,0,0,0.011,0,0,0,0.001,0.655
448,LOUGA,SAGATTA GUETH,2,Tropics lowland; semi-arid with soil/terrain limitations,16265.20547,4.112567754,16715.11474,4.12413391,17008.05484,4.121166668,17657.66352,4.255884193,0.622,0,0,0.009,0,0,0,0.001,0.367
449,LOUGA,THIOLOM FALL,2,Tropics lowland; semi-arid with soil/terrain limitations,22411.3733,4.285157418,23884.06693,4.527785201,24335.20167,4.546936037,25545.32693,4.707080695,0.175,0,0,0.013,0,0,0,0.001,0.801
450,KAFFRINE,DIANKE SOUF,2,Tropics lowland; semi-arid with soil/terrain limitations,21804.04179,3.422926498,22148.2787,3.456887576,22055.26386,3.420481368,23163.13544,3.534737591,0.273,0,0,0.003,0,0,0,0.438,0.286
451,KAFFRINE,SAGNA,2,Tropics lowland; semi-arid with soil/terrain limitations,42494.6583,2.682235581,44163.00406,2.775278329,44566.86861,2.796089379,45816.84256,2.860870594,0.313,0,0,0.005,0,0,0,0.43,0.251
452,SAINT LOUIS,SAINT LOUIS,53,Desert/Arid climate,151642.4498,60.778537,150395.3037,60.13406784,146216.5688,58.30006731,142779.0465,56.86142833,0.003,0.063,0.1,0.556,0.011,0.009,0.01,0.034,0.207
453,LOUGA,LEONA,53,Desert/Arid climate,53267.52694,4.022012001,55113.15358,4.100375982,56203.2488,4.154586695,57987.57976,4.280789884,0.097,0.001,0.011,0.013,0.002,0.003,0.003,0.038,0.811
454,LOUGA,NGUEUNE SARR,53,Desert/Arid climate,17206.51847,4.220387164,17715.18825,4.328167175,18009.2163,4.299168369,18873.54859,4.399428575,0.026,0,0,0.01,0,0,0,0.002,0.94
455,LOUGA,SAKAL,53,Desert/Arid climate,30927.97957,3.489561048,31759.33066,3.54932171,32630.48804,3.600804242,34686.81867,3.785530794,0.106,0,0,0.007,0,0,0,0.002,0.881
456,SAINT LOUIS,GALOYA TOUCOULEUR,53,Desert/Arid climate,4929.639132,12.77108583,5710.990997,14.64356666,6063.535289,15.46820227,5761.714769,14.69825196,0,0,0,0.141,0,0,0,0,0.856
457,SAINT LOUIS,BOKE DIALLOUBE,53,Desert/Arid climate,39880.52935,2.429073538,40894.44781,2.479052365,41121.67062,2.475717677,41656.99898,2.485501132,0,0.005,0.002,0.001,0,0,0.011,0.042,0.916
458,SAINT LOUIS,MBOLO BIRANE,53,Desert/Arid climate,22486.04498,3.485127864,23012.18262,3.522991828,22778.12955,3.444968171,23708.25271,3.563543171,0,0.023,0.002,0.001,0,0,0.005,0.023,0.919
459,SAINT LOUIS,PETE,53,Desert/Arid climate,6359.808104,16.43361267,6734.478891,17.31228507,7181.730998,18.46203341,6606.145796,16.98237994,0,0,0.001,0.118,0,0,0,0.003,0.869
460,DAKAR,GOLF SUD,56,Dominantly built-up land,84829.96329,94.36035961,85033.70736,94.58699373,83268.35612,92.62331047,85729.78108,95.36126927,0,0.03,0.024,0.52,0.089,0.001,0.068,0.031,0.234
461,DAKAR,SAM NOTAIRE,56,Dominantly built-up land,48602.74708,150.4729012,48513.17019,150.1955733,45993.72398,142.3954303,46649.02741,144.4242335,0,0.003,0.046,0.883,0.003,0,0.002,0.002,0.05
462,DAKAR,BAMBILOR,52,Dominantly hydromorphic soils,141380.6083,18.15131703,153455.4988,19.6309964,172208.2637,21.99620178,185042.0733,23.62339759,0.364,0,0.002,0.07,0,0,0.068,0.205,0.288
463,DAKAR,SANGALKAM,52,Dominantly hydromorphic soils,219380.0879,37.72009765,238771.9228,40.86461112,260456.8278,44.46173231,265284.8513,45.20103106,0.217,0,0.002,0.226,0,0,0.079,0.229,0.243
464,DAKAR,TIVAOUANE PEULH NIAGHA,52,Dominantly hydromorphic soils,208243.1245,38.34342193,227880.5355,41.89750607,255811.6429,47.00691712,262039.459,48.01016105,0.086,0.042,0.09,0.18,0.017,0,0.023,0.161,0.376
465,KOLDA,THIETTY,2,Tropics lowland; semi-arid with soil/terrain limitations,7246.019268,2.806359128,7239.07575,2.802584495,7371.510359,2.842850119,8211.383193,3.153372962,0.015,0,0,0.001,0,0,0.875,0.105,0.005
466,KOLDA,SARE BIDJI,2,Tropics lowland; semi-arid with soil/terrain limitations,25151.25287,4.254991181,25314.90737,4.281229049,25187.95399,4.254721958,26897.67302,4.531279147,0.023,0.001,0,0.004,0,0,0.817,0.134,0.02
467,KOLDA,KOUNKANE,50,Land with severe soil/terrain limitations,19199.58204,10.92747982,20347.81846,11.58100083,22406.12373,12.75248932,21905.02418,12.46728752,0.044,0.005,0,0.04,0.008,0,0.437,0.398,0.068
468,KOLDA,DIAOBE KABENDOU,50,Land with severe soil/terrain limitations,39325.66245,12.7267516,41848.92343,13.54334092,45308.95011,14.66309065,44355.39996,14.31743059,0.066,0.007,0,0.08,0.003,0,0.24,0.465,0.139
469,KOLDA,KANDIA,50,Land with severe soil/terrain limitations,25232.95089,2.960224177,25788.40911,3.0161882,25367.13424,2.952756867,27324.6846,3.166243871,0.081,0.007,0,0.005,0.001,0,0.305,0.479,0.122
470,KOLDA,KANDIAYE,50,Land with severe soil/terrain limitations,16405.71058,3.866535607,16726.32548,3.941170001,16316.68524,3.8410276,17566.44637,4.133281499,0.017,0.015,0,0.003,0.019,0,0.561,0.348,0.037
471,KOLDA,NEMATABA,50,Land with severe soil/terrain limitations,13906.14783,3.059658488,13982.03371,3.06354814,13711.97709,2.997153462,15097.48427,3.295674365,0.051,0,0,0.004,0,0,0.129,0.663,0.151
472,KOLDA,SARE COLY SALLE,50,Land with severe soil/terrain limitations,24512.86466,3.944780281,25554.80878,4.103212714,26058.13955,4.180003136,27578.0476,4.408255691,0.082,0.012,0,0.005,0.009,0,0.397,0.394,0.1
473,SEDHIOU,SEDHIOU,2,Tropics lowland; semi-arid with soil/terrain limitations,34267.62123,26.79251074,33744.24116,26.38330036,34513.06689,26.98441508,31856.83574,24.88815292,0.005,0.004,0,0.246,0.16,0.001,0.464,0.102,0.018
474,THIES,NGUENIENE,2,Tropics lowland; semi-arid with soil/terrain limitations,68761.83149,3.54881459,70269.80105,3.618983419,70775.56728,3.610261543,77587.5284,3.920740229,0.643,0.04,0.016,0.008,0.009,0,0.054,0.11,0.119
