fid,2021-01_ndvi,2021-02_ndvi,2021-03_ndvi,2021-04_ndvi,2021-05_ndvi,2021-06_ndvi,2021-07_ndvi,2021-08_ndvi,2021-09_ndvi,2021-10_ndvi,2021-11_ndvi,2021-12_ndvi,2022-01_ndvi,2022-02_ndvi,2022-03_ndvi,2022-04_ndvi,2022-05_ndvi,2022-06_ndvi,2022-07_ndvi,2022-08_ndvi,2022-09_ndvi,2022-10_ndvi,2022-11_ndvi,2022-12_ndvi,2023-01_ndvi,2023-02_ndvi,2023-03_ndvi,2023-04_ndvi,2023-05_ndvi,2023-06_ndvi,2023-07_ndvi,2023-08_ndvi,2023-09_ndvi,2023-10_ndvi,2023-11_ndvi,2023-12_ndvi,2024-01_ndvi,2024-02_ndvi,2024-03_ndvi,2024-04_ndvi,2024-05_ndvi,2024-06_ndvi,2024-07_ndvi,2024-08_ndvi,2024-09_ndvi,2024-10_ndvi,2024-11_ndvi,2024-12_ndvi
441,0.270871746,0.246578277,0.235212454,0.225462694,0.213073598,0.239753355,0.352492932,0.673851131,0.610568699,0.3083217,0.281068335,0.261271688,0.245854415,0.225912475,0.214134496,0.205025555,0.198447959,0.200986497,0.38550564,0.703460265,0.617502516,0.29139535,0.291328841,0.260589435,0.241768929,0.230955029,0.217780949,0.21039326,0.199524584,0.235862217,0.392305923,0.581483328,0.696353516,0.387044222,0.275858365,0.243159818,0.23878555,0.218533142,0.208021551,0.201233382,0.191206943,0.18626617,0.348087542,0.495197001,0.505317513,0.472726446,0.258388669,0.2446894
442,0.289950158,0.262935908,0.246611141,0.234437377,0.225288779,0.259751718,0.340490832,0.609088161,0.622506431,0.413051661,0.360129815,0.285246837,0.26194172,0.239752775,0.225309636,0.213061833,0.204762743,0.235185465,0.418291186,0.672801605,0.669363587,0.3848707,0.363680919,0.292826607,0.265358301,0.247365844,0.236948447,0.224450329,0.21318186,0.260180123,0.458728793,0.660121742,0.687060622,0.468427758,0.31689284,0.269501636,0.26013711,0.236031211,0.224462206,0.216120853,0.203404109,0.196001587,0.405250615,0.55540753,0.62532862,0.583110623,0.307809487,0.285493821
443,0.280965445,0.250853675,0.235656169,0.224176217,0.216098828,0.243347394,0.327692841,0.589956539,0.603464427,0.4069328,0.334986627,0.27528311,0.251187423,0.230094594,0.214792347,0.206697978,0.199309277,0.254450639,0.37468207,0.676886233,0.627337929,0.332656906,0.33281375,0.274210075,0.249757422,0.235981345,0.220637796,0.211866314,0.201307978,0.263322257,0.430628586,0.633821086,0.691506267,0.476172492,0.313871707,0.263067842,0.251339569,0.226895128,0.215544158,0.206497379,0.195873541,0.197534731,0.457812355,0.543963438,0.599450573,0.565138346,0.305081062,0.284073107
444,0.272439049,0.245961896,0.231479622,0.221278357,0.214909868,0.244553501,0.363021871,0.630648576,0.573110716,0.351878064,0.305119393,0.269766538,0.248494768,0.229445908,0.217624439,0.208029316,0.201612544,0.222866502,0.354043905,0.658287915,0.623967459,0.331338878,0.33024013,0.265523991,0.244287133,0.230326087,0.218294544,0.209919305,0.200804578,0.276359867,0.406460176,0.593729713,0.597793026,0.379805682,0.26957572,0.235057168,0.230752138,0.212663144,0.203992819,0.197065282,0.189201469,0.186470842,0.342940769,0.388046156,0.595525499,0.545590639,0.275099544,0.25815588
445,0.235400465,0.212954578,0.204773813,0.199871366,0.192650883,0.191166032,0.222217529,0.303141998,0.379587494,0.309220308,0.250214023,0.216814773,0.207270662,0.195520779,0.188069081,0.183714704,0.17938298,0.193499615,0.220039611,0.463468262,0.48238923,0.324857719,0.304841489,0.248848624,0.231045089,0.213381513,0.202053474,0.199998397,0.191649981,0.186759688,0.226412989,0.442473946,0.534088207,0.352407826,0.264962372,0.227867223,0.230361364,0.201086443,0.195401162,0.188688785,0.181614779,0.172599181,0.284844994,0.474448475,0.497997397,0.415301185,0.278389616,0.258945847
446,0.252827684,0.225462154,0.215832309,0.209286825,0.201248732,0.221183834,0.256151005,0.397061904,0.481825363,0.379125254,0.288624117,0.239837831,0.223656094,0.207473451,0.199726106,0.193104946,0.189493096,0.190994327,0.243297036,0.551165516,0.558208869,0.438439139,0.436812371,0.290393532,0.253311787,0.232434072,0.21826115,0.213946068,0.205753137,0.194519391,0.245606023,0.522215578,0.633371414,0.493553187,0.320943735,0.249492157,0.241353465,0.212381747,0.205153083,0.197139007,0.188916719,0.181373668,0.303484534,0.468848872,0.544671842,0.462878277,0.29453125,0.259256294
447,0.239287532,0.215506637,0.207500301,0.201035406,0.192846,0.189932141,0.226880985,0.349120806,0.404913053,0.296946586,0.252432781,0.224190198,0.216577757,0.203720366,0.193111554,0.186586165,0.183787315,0.181483913,0.216331946,0.455614733,0.48052532,0.298126256,0.276739495,0.23809287,0.217899905,0.207834776,0.196745715,0.192743365,0.186089353,0.182728759,0.221393661,0.432016722,0.537173345,0.418047664,0.296486805,0.24430092,0.237862802,0.2075135,0.201703022,0.192631886,0.184407862,0.173935607,0.24274692,0.430985607,0.509887453,0.405491378,0.266396429,0.253257381
448,0.249889577,0.225834313,0.214002917,0.208191728,0.199279619,0.222979982,0.251638405,0.38049853,0.432430265,0.333352161,0.261019708,0.231221293,0.219467047,0.205020053,0.195617539,0.18973779,0.18401192,0.182206094,0.213333394,0.493985716,0.52426497,0.379213898,0.333927888,0.274356614,0.251133045,0.230089454,0.21493243,0.213946489,0.20382861,0.200384932,0.219551103,0.414639069,0.555657443,0.446782422,0.302650036,0.244962184,0.239616914,0.209359507,0.201072632,0.192221214,0.184293501,0.176457459,0.312779364,0.530868167,0.571918722,0.515639527,0.326532117,0.293830815
449,0.228992411,0.20679776,0.197440219,0.192687211,0.184626838,0.184322746,0.196911273,0.289432803,0.344230789,0.269735952,0.225415145,0.204108843,0.196407505,0.186239723,0.177374497,0.172371168,0.17040277,0.172453997,0.195279767,0.442074515,0.489573226,0.30521873,0.274886924,0.239877022,0.220086344,0.207603868,0.193826684,0.191007668,0.184573087,0.184458465,0.196037119,0.376948756,0.484221016,0.357285788,0.258620121,0.221814898,0.223197865,0.194648978,0.187866939,0.179815224,0.174031295,0.166034172,0.254690631,0.469849751,0.515736157,0.40986915,0.276484564,0.262602004
450,0.30207036,0.262339874,0.236980798,0.228281791,0.220346656,0.28979927,0.438668997,0.629708929,0.606503064,0.418920416,0.365552872,0.278550574,0.252621882,0.224393124,0.207351265,0.196727355,0.191586269,0.299887217,0.473899261,0.631844379,0.664802161,0.487366282,0.465515242,0.346782701,0.304646595,0.26309512,0.254748078,0.239115783,0.231081918,0.197100609,0.383049294,0.641281429,0.704462706,0.557637502,0.464370655,0.340695138,0.292564054,0.255156318,0.234087114,0.214008081,0.208402547,0.196553495,0.369626602,0.609730415,0.721179513,0.655075582,0.428436987,0.35484026
451,0.290288536,0.254581552,0.230670314,0.224554246,0.220249359,0.28442678,0.434390298,0.651311016,0.648864613,0.478140619,0.401527556,0.288971537,0.258620575,0.224258241,0.207376747,0.19579721,0.200929752,0.311340085,0.500931935,0.673277555,0.674773222,0.464870378,0.436247979,0.330586055,0.285414887,0.248287635,0.241428154,0.229218757,0.220539548,0.200254081,0.40174942,0.665521005,0.709159344,0.538739727,0.407915032,0.310949464,0.271996717,0.240033228,0.219737607,0.201034231,0.196778585,0.19307904,0.330000463,0.571169645,0.723362953,0.654951399,0.384312927,0.319097194
452,0.198267893,0.191124479,0.170583104,0.168921072,0.146400031,0.166635635,0.183277182,0.19362459,0.201948829,0.182445251,0.201458095,0.189117796,0.197972318,0.186248158,0.169990913,0.160612388,0.15504447,0.162304595,0.173496803,0.199419411,0.177435352,0.152993753,0.174929547,0.19971366,0.203220274,0.179382612,0.168347288,0.169796856,0.16824675,0.165254685,0.16372004,0.211957032,0.221338025,0.195154063,0.207190214,0.204011978,0.202412081,0.186869309,0.173890861,0.17030028,0.167205206,0.148898081,0.155850622,0.173066507,0.165586154,0.161877792,0.16630466,0.17742398
453,0.24500552,0.223932185,0.211159502,0.199042334,0.184488912,0.189912703,0.221417132,0.399831699,0.405473497,0.285155918,0.250370468,0.235248886,0.228321707,0.211111753,0.194753417,0.184589583,0.173296637,0.177326848,0.222131836,0.479382908,0.446566812,0.263112626,0.249604716,0.237850864,0.221613995,0.211596177,0.200387462,0.189811001,0.182123123,0.17785102,0.266562971,0.462269435,0.499466774,0.350474697,0.311413729,0.257160038,0.250554731,0.222209903,0.212842227,0.198982582,0.192428997,0.180548291,0.250482442,0.378276639,0.401883063,0.315584599,0.240258383,0.231286919
454,0.226282705,0.206705164,0.195461417,0.188336729,0.179000063,0.180252634,0.217449223,0.368519595,0.387851326,0.28195879,0.237006464,0.215615831,0.208446418,0.194980469,0.183611097,0.175957978,0.169312664,0.179836228,0.198009667,0.411959082,0.410526328,0.256835178,0.243406052,0.219737911,0.20108742,0.190157641,0.182903711,0.179633996,0.174271352,0.166242862,0.249909198,0.446996802,0.482395098,0.344520583,0.281895167,0.234903123,0.231854236,0.201550306,0.195348181,0.186985694,0.179506247,0.172923836,0.216533974,0.355409792,0.405675177,0.311158088,0.225750804,0.217530326
455,0.234302019,0.21227886,0.205440673,0.198740624,0.1894082,0.203309251,0.203610927,0.325031323,0.395894074,0.306285101,0.259752836,0.227893638,0.214236386,0.197741979,0.189124157,0.182615928,0.176009469,0.205206529,0.279961861,0.459832823,0.439479782,0.289124826,0.267253113,0.234519895,0.211523402,0.19769489,0.1902665,0.188284861,0.181467768,0.176254884,0.240754223,0.41339872,0.499557551,0.372646686,0.282816269,0.235578894,0.230770548,0.203448915,0.197522766,0.190088479,0.18177123,0.173631934,0.238738488,0.350645755,0.41325101,0.30632086,0.224670721,0.215235415
456,0.179682004,0.169160518,0.160938385,0.157524227,0.151502817,0.156179337,0.313396635,0.423801471,0.335677941,0.236527418,0.20794013,0.195364681,0.182040404,0.174394666,0.166831082,0.157300474,0.174543295,0.188762263,0.233342099,0.494153639,0.436232627,0.302954885,0.283482976,0.22783487,0.207849875,0.198593345,0.190264058,0.189767498,0.187677044,0.16961331,0.284425125,0.479208051,0.427871959,0.272332428,0.215754686,0.194662712,0.184174227,0.177272657,0.174157827,0.16994013,0.163369965,0.182993719,0.308547159,0.434380409,0.330848031,0.23362328,0.198131181,0.204604885
457,0.221090058,0.20047452,0.182968426,0.177843886,0.174644847,0.192412602,0.271442691,0.448998818,0.370061401,0.267554732,0.241673173,0.216589556,0.206754311,0.191002676,0.181538502,0.172405662,0.198938409,0.21441981,0.284002092,0.511804334,0.496267217,0.281318163,0.271176977,0.237593617,0.22128087,0.203322181,0.19483397,0.193155755,0.181806997,0.215175237,0.333983451,0.502701975,0.456368173,0.284783751,0.241931371,0.215620051,0.202371527,0.187825118,0.181728994,0.175933655,0.170952635,0.192579003,0.320216204,0.439981032,0.413504892,0.300628147,0.239930558,0.226967299
458,0.212658747,0.196565738,0.177830604,0.171517933,0.165457924,0.175371378,0.252749384,0.405927227,0.350340514,0.258147986,0.238009306,0.217759509,0.206856283,0.19012065,0.18084567,0.170982304,0.201445458,0.221546005,0.262510841,0.463735257,0.444050304,0.279745906,0.27590294,0.242335985,0.224521012,0.209529568,0.198322375,0.194302218,0.183606732,0.210088445,0.290439279,0.445160102,0.390460543,0.263313217,0.232193196,0.213214574,0.200785046,0.185780592,0.178848544,0.173319839,0.169160057,0.185950458,0.316354888,0.430940414,0.379544519,0.270198916,0.228620612,0.218824625
459,0.181893191,0.172886334,0.166553,0.160827676,0.152309184,0.159778227,0.274917512,0.348483493,0.304888489,0.234539726,0.206270487,0.192410654,0.181805217,0.17218386,0.16707977,0.157987093,0.189496694,0.180582709,0.244455131,0.479590326,0.432414597,0.259934215,0.248081925,0.21746963,0.203125692,0.192066128,0.186064683,0.184388636,0.177849596,0.169074137,0.297520402,0.447573157,0.419425839,0.244451212,0.205919765,0.186030247,0.179049204,0.171637938,0.16831472,0.163615258,0.157829415,0.194128533,0.277427235,0.369699976,0.265107176,0.231281974,0.191076047,0.188776929
460,0.296633013,0.227199215,0.251277653,0.220084331,0.208721665,0.247247647,0.220558701,0.309738096,0.32275985,0.294304307,0.358750099,0.270922847,0.293335013,0.25428761,0.24591992,0.229095021,0.217806442,0.232554058,0.270214482,0.261593268,0.321141884,0.26621289,0.30296949,0.297892745,0.296560126,0.251995276,0.246325055,0.248834463,0.223627485,0.238398837,0.214785665,0.308979393,0.357008919,0.30079046,0.293499635,0.281867203,0.27962309,0.269749319,0.23572621,0.221865161,0.214466567,0.178666464,0.240828712,0.391795663,0.322632376,0.298743181,0.293008236,0.285156284
461,0.15815279,0.126364601,0.131812656,0.124079459,0.106576275,0.121542822,0.150376926,0.164056077,0.172548031,0.148463731,0.176515337,0.140958593,0.158618169,0.13980267,0.133479092,0.122258507,0.127713146,0.124761338,0.145966073,0.152953953,0.171801506,0.15108347,0.160019445,0.172100342,0.159967888,0.151478261,0.145327799,0.133265354,0.138473297,0.113093343,0.130585142,0.196864043,0.184154331,0.168834303,0.147540329,0.171235638,0.149748134,0.128388488,0.125595447,0.133891681,0.135448168,0.118770387,0.151035576,0.242857994,0.173383191,0.157476412,0.145792776,0.171595215
462,0.314643753,0.26346962,0.252322826,0.242690583,0.230198051,0.264700623,0.394656171,0.53963173,0.524411457,0.403943887,0.365301619,0.315262403,0.318617855,0.281141672,0.256309215,0.239007968,0.21988717,0.232495281,0.300984027,0.505289964,0.533200933,0.391333675,0.38236572,0.346328755,0.323713496,0.287164226,0.26987421,0.258984193,0.247161867,0.241605829,0.377300258,0.571079203,0.577824039,0.470605954,0.386993516,0.329333454,0.312010334,0.287516787,0.266627053,0.243698089,0.248734364,0.231654426,0.382489956,0.508602314,0.530614529,0.450080704,0.337191858,0.320046913
463,0.290302741,0.241533244,0.232114473,0.223709802,0.209547297,0.23748336,0.366025218,0.489630587,0.489745994,0.426331204,0.374475371,0.309119178,0.302197211,0.267087541,0.243505615,0.226663782,0.206219784,0.230453009,0.324447669,0.428969011,0.475312029,0.379549701,0.383865678,0.334839005,0.316997509,0.271577374,0.256595264,0.24265819,0.239916906,0.225540495,0.321153807,0.531195347,0.521409027,0.44382533,0.374584426,0.315534722,0.295700352,0.26889644,0.24633159,0.235318327,0.234346822,0.218657965,0.341660278,0.483000791,0.492282682,0.423490254,0.327196556,0.311162399
464,0.23184976,0.194250987,0.193742671,0.188781841,0.172762118,0.204462863,0.271949604,0.376514965,0.365638306,0.291283813,0.273876686,0.233415757,0.239147317,0.21207025,0.192737844,0.180197719,0.178704611,0.18514818,0.214001753,0.312010936,0.346723801,0.276646503,0.285213476,0.262831257,0.247030331,0.21399985,0.206069948,0.199358544,0.197938155,0.1939716,0.232604159,0.380247672,0.389237644,0.322745874,0.282365713,0.24661078,0.234433863,0.212149005,0.194765059,0.183625143,0.191952814,0.176048665,0.258980436,0.331821513,0.355452121,0.30061453,0.250010428,0.247248473
465,0.534836324,0.427094322,0.325207642,0.38008641,0.397879895,0.523040411,0.716412495,0.749237764,0.819610551,0.761812874,0.709057124,0.564440438,0.461570189,0.345691182,0.2778678,0.287139626,0.345354331,0.561970454,0.724523007,0.730567307,0.791418292,0.789283671,0.7267849,0.610995087,0.52537406,0.36671566,0.323829398,0.378188717,0.385430481,0.656153566,0.707044292,0.780161373,0.824937205,0.778438968,0.713692018,0.553786147,0.387545908,0.30155145,0.28387601,0.272124479,0.333376127,0.427701115,0.624095453,0.767643495,0.805941521,0.772496167,0.676472936,0.578556011
466,0.524831759,0.425014349,0.336786141,0.377128966,0.400527351,0.492792391,0.686235733,0.729240432,0.804555383,0.757943555,0.70638915,0.566479603,0.463775543,0.370194992,0.302771023,0.307000281,0.361865362,0.562743828,0.693235565,0.703878711,0.777313457,0.780402782,0.717263769,0.608287117,0.521465774,0.381921169,0.354642105,0.401038202,0.418112091,0.64437389,0.706203255,0.699943123,0.788627358,0.765088027,0.702387923,0.564058911,0.4359955,0.334658364,0.30548858,0.294217971,0.353732922,0.428425894,0.606883916,0.666925431,0.793564896,0.754585738,0.66931057,0.573190748
467,0.431776382,0.352705491,0.296075107,0.311172734,0.294762213,0.449208298,0.657132362,0.735985001,0.773461073,0.732975066,0.663912533,0.521119379,0.410128257,0.336310754,0.28918741,0.297408027,0.317361619,0.560681115,0.685871766,0.669706783,0.74862955,0.743172887,0.691250162,0.548273789,0.444705877,0.353046317,0.323587724,0.318942042,0.318720356,0.524460708,0.605241121,0.748151992,0.809046616,0.73009258,0.613063408,0.504041318,0.396140242,0.315445192,0.297376306,0.294498319,0.299900879,0.469837437,0.553588605,0.670545325,0.796939296,0.765075762,0.629723819,0.497000703
468,0.371770909,0.31353905,0.274829357,0.277835707,0.268618825,0.369970493,0.587520822,0.656809344,0.722154083,0.687189132,0.601501903,0.452164126,0.361019128,0.309205706,0.264519339,0.268592947,0.28786415,0.480852296,0.617108178,0.681139135,0.712236908,0.699349504,0.637411826,0.469009675,0.379640093,0.320307455,0.300624942,0.278798607,0.280972052,0.42690067,0.532785762,0.721368146,0.763168557,0.682888905,0.528845301,0.427156524,0.351524966,0.292462438,0.269353877,0.255492101,0.268338038,0.390339316,0.502521956,0.635696395,0.754430914,0.716465692,0.561062683,0.442523714
469,0.419724187,0.331644748,0.27633358,0.294147474,0.276929893,0.392277669,0.601953933,0.737329307,0.796091013,0.722423779,0.620165374,0.456937913,0.35971249,0.28657681,0.255918677,0.261055609,0.283831057,0.511038281,0.656925673,0.720233386,0.750428862,0.699154531,0.640741656,0.504720297,0.417605794,0.325426119,0.279979265,0.287789306,0.283404202,0.465690717,0.629150078,0.764651252,0.809269612,0.716102775,0.608203984,0.464402794,0.368267922,0.29302749,0.264772923,0.256279183,0.272897891,0.333479119,0.526908758,0.63592613,0.800046571,0.73143207,0.607084559,0.469614685
470,0.458819069,0.363816525,0.308706411,0.343514795,0.332469159,0.470690205,0.649561537,0.748483972,0.77532286,0.733595613,0.663806362,0.532415138,0.428920183,0.341782092,0.292949177,0.312943101,0.355381134,0.580282653,0.67717727,0.685443428,0.773716635,0.742994169,0.68362119,0.555809063,0.460462389,0.354562635,0.327810332,0.338885253,0.349524959,0.541409921,0.625128751,0.770582492,0.814985628,0.740255397,0.623541516,0.517163203,0.409681544,0.318690468,0.30342634,0.304963436,0.323564025,0.458430843,0.566200055,0.681428327,0.789783265,0.76222919,0.635483128,0.523401296
471,0.36218136,0.302678868,0.264501183,0.279988313,0.2699441,0.36834198,0.549686025,0.71943557,0.778915242,0.692442252,0.569114985,0.403560345,0.326937321,0.270490863,0.248963255,0.2541575,0.272127945,0.423934265,0.577475041,0.733267733,0.746488595,0.654296116,0.633712591,0.438204789,0.363362826,0.296348805,0.271480248,0.27381124,0.273093253,0.427951132,0.560107547,0.750467533,0.807348434,0.688123465,0.571303134,0.414343139,0.33828731,0.28416073,0.254413616,0.259690826,0.268547281,0.28535921,0.416736288,0.58236542,0.788108933,0.719004471,0.546147514,0.400374708
472,0.434252391,0.348054812,0.283652831,0.303704747,0.286370266,0.41679709,0.611305318,0.724999979,0.761363156,0.709786569,0.632207197,0.477950989,0.382073152,0.299519855,0.263050796,0.269091338,0.295474239,0.543634727,0.628023559,0.716681893,0.736924137,0.706953869,0.672789005,0.530815643,0.443085326,0.354952983,0.301214474,0.300388903,0.311114933,0.462864308,0.579174311,0.700464944,0.794686059,0.724140291,0.600358875,0.496917606,0.394597172,0.297727383,0.273065294,0.270640489,0.288770266,0.366395435,0.49022816,0.631884953,0.790010984,0.726898915,0.622712456,0.494361197
473,0.418242849,0.358749714,0.301939261,0.290730398,0.311558208,0.388893646,0.557838351,0.605602006,0.635024148,0.596649881,0.584441265,0.449703625,0.398739801,0.339860502,0.296398557,0.290303386,0.333075106,0.521457143,0.620927189,0.537806166,0.595014023,0.606126689,0.57090216,0.481802296,0.411540281,0.332216169,0.315397235,0.306041776,0.316524567,0.399081558,0.57167918,0.550153202,0.614158413,0.603321254,0.561361654,0.45818824,0.368376523,0.342043559,0.306698193,0.290148779,0.323832148,0.367155841,0.365055748,0.527796234,0.599725294,0.601271155,0.546458001,0.477907781
474,0.310788838,0.268705551,0.256396256,0.250876091,0.241366551,0.26991009,0.36913234,0.602061747,0.627272174,0.575096727,0.518175195,0.335242995,0.300498642,0.264753549,0.247271238,0.239203646,0.238366598,0.324770036,0.474927935,0.632072352,0.642579998,0.574844192,0.545322521,0.396573894,0.319234321,0.286808055,0.272075927,0.265433012,0.253548646,0.250602011,0.450369171,0.689174478,0.700856868,0.636628218,0.559170304,0.368945643,0.321401282,0.28540036,0.272803661,0.265043698,0.259051171,0.25353582,0.445092364,0.638910203,0.70198114,0.653803032,0.481476977,0.413165214
475,0.291450961,0.264692883,0.251102753,0.24230397,0.232502285,0.235871957,0.326691383,0.525058865,0.613654413,0.513925887,0.451432656,0.300028091,0.283621061,0.258428983,0.241888936,0.233564052,0.221656579,0.258766244,0.392463151,0.605772984,0.636920827,0.511925425,0.481410631,0.344633573,0.299793289,0.277098069,0.263498706,0.251868577,0.238833901,0.231754858,0.449035633,0.680708934,0.700646829,0.631815202,0.480979392,0.325521306,0.297435382,0.276190441,0.270512579,0.257317141,0.246279533,0.228584915,0.356424896,0.596654978,0.670705023,0.634504041,0.399945856,0.339494191
476,0.270085495,0.245613334,0.229432518,0.225635419,0.2188136,0.236925196,0.299495358,0.47269468,0.553721476,0.458583271,0.406600257,0.276122792,0.262772048,0.236429238,0.224527139,0.218831363,0.209636466,0.252399651,0.340896665,0.509575091,0.574760036,0.483589237,0.453971585,0.331491281,0.282690472,0.256496433,0.242262575,0.236763185,0.224347044,0.220064868,0.387862317,0.614781336,0.654634299,0.585207268,0.453866229,0.319010234,0.288896162,0.256330495,0.248036683,0.240658761,0.23118065,0.219312706,0.289573308,0.515444245,0.643570514,0.602836254,0.396052353,0.341910539
477,0.27492255,0.255892575,0.238147021,0.23338839,0.22675569,0.229014604,0.275723205,0.419572706,0.529943677,0.411817992,0.399028746,0.278427822,0.270501013,0.245102808,0.233119966,0.229962749,0.218814969,0.276380109,0.359392761,0.538734458,0.563350141,0.4676701,0.455184071,0.338126802,0.294721135,0.263250871,0.249974747,0.243911833,0.230727703,0.227493119,0.390140155,0.598474166,0.616851839,0.525682715,0.411928902,0.316059614,0.288514038,0.261650268,0.248883884,0.244286052,0.236701735,0.223336446,0.291772058,0.504186253,0.60783553,0.545320949,0.377385776,0.33259866
478,0.611739605,0.530602194,0.418517767,0.411499413,0.466697625,0.565250684,0.739633437,0.75770856,0.828190928,0.789392224,0.757784505,0.63232039,0.60024415,0.502104814,0.397854257,0.396824642,0.476208943,0.690081606,0.754902645,0.713651319,0.785259297,0.749084206,0.750064181,0.683502281,0.627827585,0.490404589,0.47893556,0.476611735,0.50411261,0.693053983,0.699554266,0.69553775,0.776342483,0.78663973,0.754933005,0.676403811,0.590519902,0.51101229,0.421849532,0.393425308,0.485048126,0.510320348,0.619171948,0.683345628,0.80646777,0.7687044,0.724014869,0.685611232
479,0.56406567,0.486816002,0.391383898,0.373460126,0.399625901,0.546189915,0.684004206,0.729410092,0.781912039,0.754626537,0.720570911,0.602309327,0.561271408,0.463571012,0.365575189,0.366087132,0.441546754,0.634523652,0.730372248,0.708891399,0.754671843,0.707671094,0.722215712,0.641309992,0.578123107,0.465439408,0.44255555,0.415556538,0.448327463,0.64138245,0.657693999,0.640530948,0.754944089,0.743157314,0.724933396,0.63122709,0.547141861,0.469510694,0.388098271,0.361518104,0.447508195,0.463410212,0.554240151,0.719917973,0.769797048,0.736921937,0.675473637,0.658864049
480,0.608138608,0.511434027,0.39433036,0.397482433,0.471288985,0.56319154,0.751751588,0.774231615,0.839758199,0.797716266,0.759048167,0.640198149,0.577839409,0.474240464,0.353944005,0.369206396,0.454502138,0.666036346,0.709872522,0.715335803,0.80467057,0.79525593,0.755798069,0.685859893,0.615687291,0.46547341,0.444212215,0.467267629,0.517270496,0.689315953,0.715547353,0.6809662,0.799001255,0.80123696,0.756929349,0.659754684,0.544187341,0.42587988,0.359826085,0.346476921,0.4468895,0.503190158,0.681539108,0.663982637,0.830655325,0.779005625,0.741377577,0.677704341
481,0.60973804,0.550017915,0.442006118,0.423648077,0.459096566,0.555400187,0.708301985,0.721927619,0.806818887,0.772556392,0.747258806,0.640923895,0.614347685,0.517193812,0.428436301,0.411520427,0.477230513,0.655117975,0.731531467,0.723401966,0.76002588,0.738885728,0.738601663,0.676997111,0.625065141,0.512030537,0.496616156,0.472554771,0.49570791,0.662500657,0.704365949,0.662597643,0.754813517,0.771079787,0.73713595,0.672280737,0.59636805,0.54598055,0.445405066,0.417131413,0.489064121,0.526589324,0.625204725,0.657258952,0.775921512,0.760587839,0.704979433,0.688970572
482,0.548833018,0.494274401,0.413501031,0.395084958,0.425097643,0.523150159,0.69164756,0.707601069,0.763929274,0.729311405,0.700759147,0.565857919,0.544080418,0.469810397,0.409106055,0.39208251,0.453449113,0.646887458,0.71993905,0.658261943,0.732878721,0.679369976,0.704089186,0.633579259,0.566712011,0.470470567,0.463376872,0.452785064,0.462547658,0.653536716,0.665139944,0.660324523,0.732197984,0.735627508,0.708666073,0.620417035,0.549527561,0.503220855,0.433838966,0.392563012,0.475625818,0.498314815,0.587475189,0.58666089,0.731485147,0.705435367,0.656623128,0.629559291
483,0.337637649,0.274168691,0.258105387,0.247582613,0.22015002,0.231248572,0.346176224,0.674541024,0.738795055,0.543975205,0.443410834,0.349054112,0.308476709,0.274914584,0.243887894,0.233493212,0.243125054,0.225120762,0.377283596,0.700779511,0.773759847,0.621675173,0.596468963,0.433829887,0.408240271,0.321159292,0.278190505,0.257536793,0.251916981,0.267703916,0.447125324,0.710771308,0.798497532,0.672742216,0.501411517,0.368357856,0.339946749,0.300215112,0.268033417,0.248991356,0.254308523,0.219560272,0.458659319,0.688524969,0.705616611,0.659960396,0.492116099,0.39544151
484,0.331100557,0.288214172,0.266534084,0.258761792,0.247307586,0.263712709,0.363924467,0.605399805,0.67510665,0.526195183,0.430939325,0.335121462,0.319065228,0.28430216,0.259481155,0.250183471,0.240516261,0.257018866,0.408049577,0.685141238,0.703710357,0.545754814,0.507463453,0.385421484,0.3531795,0.305864722,0.28987789,0.274190137,0.262103918,0.254297094,0.447220118,0.699714323,0.736241601,0.653222478,0.490614242,0.353525884,0.327537106,0.294585418,0.277527019,0.270243964,0.261055465,0.245191057,0.399712645,0.645155122,0.704391604,0.662346215,0.435733587,0.371948607
485,0.290949665,0.237091118,0.231738422,0.219530646,0.197761982,0.232614554,0.264172921,0.472952543,0.558723352,0.459712776,0.418300901,0.298968524,0.281451526,0.248138757,0.232736355,0.215089394,0.195774889,0.216790826,0.290093273,0.474993013,0.494548547,0.510435847,0.448159388,0.337413679,0.333100886,0.256895781,0.240731014,0.232281806,0.229203423,0.221173141,0.349969192,0.531335738,0.593823521,0.553018487,0.422693902,0.32918581,0.280320768,0.26737612,0.240139823,0.223614703,0.211447832,0.194667676,0.294482024,0.50618619,0.575761303,0.496529182,0.365832107,0.342323574
486,0.279684165,0.2472799,0.234017792,0.22211923,0.216295928,0.227211809,0.271386418,0.456824381,0.480761608,0.39697274,0.37264751,0.29952959,0.282982106,0.251887077,0.225485611,0.216194525,0.210842326,0.222882673,0.286825041,0.486678646,0.470413352,0.411877169,0.389513969,0.32521191,0.307725222,0.249749668,0.245790273,0.236501266,0.234790347,0.239463499,0.316233537,0.518083224,0.555450828,0.444229339,0.39299563,0.32222779,0.296547057,0.262474191,0.245272185,0.234851069,0.231090713,0.216212383,0.310417762,0.454276211,0.516190807,0.453174465,0.357525566,0.327534673
